,factscore,rev-factscore,r1,r2,rl,rlsum,n_facts
atwt-09-13-06,0.4838709677419355,0.43859649122807015,46.368715083798875,12.324929971988796,18.715083798882677,44.41340782122905,62.0
bb-04-27-06,0.49230769230769234,0.49122807017543857,56.11672278338945,23.17210348706412,23.793490460157127,54.32098765432099,65.0
oltl-07-30-08,0.3157894736842105,0.3387096774193548,48.45360824742268,11.379310344827585,19.587628865979383,46.391752577319586,76.0
atwt-05-09-03,0.3968253968253968,0.4482758620689655,36.19047619047619,11.47227533460803,20.190476190476193,33.523809523809526,63.0
gl-02-17-05,0.4935064935064935,0.5116279069767442,49.826187717265356,17.653890824622536,22.479721900347627,49.826187717265356,77.0
atwt-01-13-05,0.45454545454545453,0.5,47.657841140529534,11.428571428571429,18.73727087576375,47.25050916496945,66.0
atwt-01-18-06,0.36764705882352944,0.3835616438356164,47.3015873015873,10.509554140127388,18.73015873015873,45.71428571428571,68.0
gl-01-11-05,0.4642857142857143,0.475,48.503611971104235,13.029989658738364,18.369453044375646,46.85242518059856,56.0
pc-06-30-03,0.4,0.38095238095238093,34.48275862068965,7.638888888888889,17.241379310344826,33.793103448275865,25.0
oltl-03-16-09,0.5833333333333334,0.7407407407407407,39.39393939393939,9.885931558935361,17.045454545454543,35.984848484848484,60.0
oltl-09-23-08,0.3076923076923077,0.4,38.961038961038966,7.391304347826086,17.74891774891775,35.930735930735935,65.0
atwt-05-17-04,0.4393939393939394,0.46808510638297873,42.857142857142854,9.302325581395348,19.69111969111969,40.15444015444016,66.0
oltl-09-24-08,0.38461538461538464,0.43859649122807015,44.781783681214414,9.904761904761903,17.457305502846303,44.02277039848197,65.0
atwt-01-05-10,0.5076923076923077,0.54,50.788643533123036,16.139240506329113,19.873817034700313,49.52681388012619,65.0
bb-01-30-07,0.43283582089552236,0.3728813559322034,52.19941348973607,12.647058823529411,19.35483870967742,51.02639296187683,67.0
atwt-05-16-03,0.4594594594594595,0.41025641025641024,42.65232974910395,8.992805755395684,16.845878136200717,40.50179211469534,74.0
oltl-01-25-10,0.4057971014492754,0.46153846153846156,41.15226337448559,12.396694214876032,18.930041152263374,38.68312757201647,69.0
gl-02-10-05,0.2318840579710145,0.5365853658536586,43.81720430107527,10.242587601078167,18.279569892473116,42.473118279569896,69.0
bb-01-15-07,0.6923076923076923,0.5111111111111111,49.275362318840585,12.82798833819242,20.869565217391305,45.79710144927536,26.0
atwt-01-19-05,0.36538461538461536,0.5,50.0772797527048,8.992248062015504,17.001545595054097,45.440494590417316,52.0
atwt-05-13-03,0.3898305084745763,0.5,40.22140221402214,11.111111111111112,20.29520295202952,37.63837638376384,59.0
atwt-05-10-04,0.4,0.5576923076923077,50.21739130434783,16.33986928104575,20.0,49.34782608695652,70.0
atwt-01-12-06,0.43103448275862066,0.7142857142857143,43.12590448625181,7.25689404934688,16.208393632416787,40.520984081041966,58.0
gl-09-11-06,0.4177215189873418,0.2619047619047619,44.173913043478265,14.31064572425829,20.869565217391305,41.73913043478261,79.0
